packet_index,timestamp,frame_length,ethernet_src,ethernet_dst,src_ip,dst_ip,protocol,ttl,src_port,dst_port,summary
397,2026-02-24T16:06:37+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41397,443,synthetic TCP packet 93.184.216.12:41397 > 93.184.216.10:443
398,2026-02-24T16:06:38+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41398,443,synthetic TCP packet 93.184.216.12:41398 > 93.184.216.10:443
399,2026-02-24T16:06:39+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41399,443,synthetic TCP packet 93.184.216.12:41399 > 93.184.216.10:443
400,2026-02-24T16:06:40+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41400,443,synthetic TCP packet 93.184.216.12:41400 > 93.184.216.10:443
401,2026-02-24T16:06:41+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41401,443,synthetic TCP packet 93.184.216.12:41401 > 93.184.216.10:443
402,2026-02-24T16:06:42+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41402,443,synthetic TCP packet 93.184.216.12:41402 > 93.184.216.10:443
403,2026-02-24T16:06:43+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41403,443,synthetic TCP packet 93.184.216.12:41403 > 93.184.216.10:443
404,2026-02-24T16:06:44+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41404,443,synthetic TCP packet 93.184.216.12:41404 > 93.184.216.10:443
405,2026-02-24T16:06:45+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41405,443,synthetic TCP packet 93.184.216.12:41405 > 93.184.216.10:443
406,2026-02-24T16:06:46+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41406,443,synthetic TCP packet 93.184.216.12:41406 > 93.184.216.10:443
407,2026-02-24T16:06:47+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41407,443,synthetic TCP packet 93.184.216.12:41407 > 93.184.216.10:443
408,2026-02-24T16:06:48+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41408,443,synthetic TCP packet 93.184.216.12:41408 > 93.184.216.10:443
409,2026-02-24T16:06:49+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41409,443,synthetic TCP packet 93.184.216.12:41409 > 93.184.216.10:443
410,2026-02-24T16:06:50+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41410,443,synthetic TCP packet 93.184.216.12:41410 > 93.184.216.10:443
411,2026-02-24T16:06:51+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41411,443,synthetic TCP packet 93.184.216.12:41411 > 93.184.216.10:443
412,2026-02-24T16:06:52+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41412,443,synthetic TCP packet 93.184.216.12:41412 > 93.184.216.10:443
413,2026-02-24T16:06:53+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41413,443,synthetic TCP packet 93.184.216.12:41413 > 93.184.216.10:443
414,2026-02-24T16:06:54+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41414,443,synthetic TCP packet 93.184.216.12:41414 > 93.184.216.10:443
415,2026-02-24T16:06:55+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41415,443,synthetic TCP packet 93.184.216.12:41415 > 93.184.216.10:443
416,2026-02-24T16:06:56+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41416,443,synthetic TCP packet 93.184.216.12:41416 > 93.184.216.10:443
417,2026-02-24T16:06:57+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41417,443,synthetic TCP packet 93.184.216.12:41417 > 93.184.216.10:443
418,2026-02-24T16:06:58+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41418,443,synthetic TCP packet 93.184.216.12:41418 > 93.184.216.10:443
419,2026-02-24T16:06:59+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41419,443,synthetic TCP packet 93.184.216.12:41419 > 93.184.216.10:443
420,2026-02-24T16:07:00+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41420,443,synthetic TCP packet 93.184.216.12:41420 > 93.184.216.10:443
421,2026-02-24T16:07:01+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41421,443,synthetic TCP packet 93.184.216.12:41421 > 93.184.216.10:443
422,2026-02-24T16:07:02+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41422,443,synthetic TCP packet 93.184.216.12:41422 > 93.184.216.10:443
423,2026-02-24T16:07:03+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41423,443,synthetic TCP packet 93.184.216.12:41423 > 93.184.216.10:443
424,2026-02-24T16:07:04+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41424,443,synthetic TCP packet 93.184.216.12:41424 > 93.184.216.10:443
425,2026-02-24T16:07:05+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41425,443,synthetic TCP packet 93.184.216.12:41425 > 93.184.216.10:443
426,2026-02-24T16:07:06+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41426,443,synthetic TCP packet 93.184.216.12:41426 > 93.184.216.10:443
427,2026-02-24T16:07:07+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41427,443,synthetic TCP packet 93.184.216.12:41427 > 93.184.216.10:443
428,2026-02-24T16:07:08+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41428,443,synthetic TCP packet 93.184.216.12:41428 > 93.184.216.10:443
429,2026-02-24T16:07:09+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41429,443,synthetic TCP packet 93.184.216.12:41429 > 93.184.216.10:443
430,2026-02-24T16:07:10+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41430,443,synthetic TCP packet 93.184.216.12:41430 > 93.184.216.10:443
431,2026-02-24T16:07:11+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41431,443,synthetic TCP packet 93.184.216.12:41431 > 93.184.216.10:443
432,2026-02-24T16:07:12+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41432,443,synthetic TCP packet 93.184.216.12:41432 > 93.184.216.10:443
433,2026-02-24T16:07:13+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41433,443,synthetic TCP packet 93.184.216.12:41433 > 93.184.216.10:443
434,2026-02-24T16:07:14+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41434,443,synthetic TCP packet 93.184.216.12:41434 > 93.184.216.10:443
435,2026-02-24T16:07:15+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41435,443,synthetic TCP packet 93.184.216.12:41435 > 93.184.216.10:443
436,2026-02-24T16:07:16+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41436,443,synthetic TCP packet 93.184.216.12:41436 > 93.184.216.10:443
437,2026-02-24T16:07:17+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41437,443,synthetic TCP packet 93.184.216.12:41437 > 93.184.216.10:443
438,2026-02-24T16:07:18+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41438,443,synthetic TCP packet 93.184.216.12:41438 > 93.184.216.10:443
439,2026-02-24T16:07:19+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41439,443,synthetic TCP packet 93.184.216.12:41439 > 93.184.216.10:443
440,2026-02-24T16:07:20+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41440,443,synthetic TCP packet 93.184.216.12:41440 > 93.184.216.10:443
441,2026-02-24T16:07:21+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41441,443,synthetic TCP packet 93.184.216.12:41441 > 93.184.216.10:443
442,2026-02-24T16:07:22+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41442,443,synthetic TCP packet 93.184.216.12:41442 > 93.184.216.10:443
443,2026-02-24T16:07:23+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41443,443,synthetic TCP packet 93.184.216.12:41443 > 93.184.216.10:443
444,2026-02-24T16:07:24+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41444,443,synthetic TCP packet 93.184.216.12:41444 > 93.184.216.10:443
445,2026-02-24T16:07:25+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41445,443,synthetic TCP packet 93.184.216.12:41445 > 93.184.216.10:443
446,2026-02-24T16:07:26+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41446,443,synthetic TCP packet 93.184.216.12:41446 > 93.184.216.10:443
447,2026-02-24T16:07:27+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41447,443,synthetic TCP packet 93.184.216.12:41447 > 93.184.216.10:443
448,2026-02-24T16:07:28+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41448,443,synthetic TCP packet 93.184.216.12:41448 > 93.184.216.10:443
449,2026-02-24T16:07:29+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41449,443,synthetic TCP packet 93.184.216.12:41449 > 93.184.216.10:443
450,2026-02-24T16:07:30+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41450,443,synthetic TCP packet 93.184.216.12:41450 > 93.184.216.10:443
451,2026-02-24T16:07:31+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41451,443,synthetic TCP packet 93.184.216.12:41451 > 93.184.216.10:443
452,2026-02-24T16:07:32+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41452,443,synthetic TCP packet 93.184.216.12:41452 > 93.184.216.10:443
453,2026-02-24T16:07:33+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41453,443,synthetic TCP packet 93.184.216.12:41453 > 93.184.216.10:443
454,2026-02-24T16:07:34+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41454,443,synthetic TCP packet 93.184.216.12:41454 > 93.184.216.10:443
455,2026-02-24T16:07:35+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41455,443,synthetic TCP packet 93.184.216.12:41455 > 93.184.216.10:443
456,2026-02-24T16:07:36+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41456,443,synthetic TCP packet 93.184.216.12:41456 > 93.184.216.10:443
457,2026-02-24T16:07:37+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41457,443,synthetic TCP packet 93.184.216.12:41457 > 93.184.216.10:443
458,2026-02-24T16:07:38+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41458,443,synthetic TCP packet 93.184.216.12:41458 > 93.184.216.10:443
459,2026-02-24T16:07:39+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41459,443,synthetic TCP packet 93.184.216.12:41459 > 93.184.216.10:443
460,2026-02-24T16:07:40+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41460,443,synthetic TCP packet 93.184.216.12:41460 > 93.184.216.10:443
461,2026-02-24T16:07:41+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41461,443,synthetic TCP packet 93.184.216.12:41461 > 93.184.216.10:443
462,2026-02-24T16:07:42+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41462,443,synthetic TCP packet 93.184.216.12:41462 > 93.184.216.10:443
463,2026-02-24T16:07:43+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41463,443,synthetic TCP packet 93.184.216.12:41463 > 93.184.216.10:443
464,2026-02-24T16:07:44+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41464,443,synthetic TCP packet 93.184.216.12:41464 > 93.184.216.10:443
465,2026-02-24T16:07:45+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41465,443,synthetic TCP packet 93.184.216.12:41465 > 93.184.216.10:443
466,2026-02-24T16:07:46+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41466,443,synthetic TCP packet 93.184.216.12:41466 > 93.184.216.10:443
467,2026-02-24T16:07:47+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41467,443,synthetic TCP packet 93.184.216.12:41467 > 93.184.216.10:443
468,2026-02-24T16:07:48+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41468,443,synthetic TCP packet 93.184.216.12:41468 > 93.184.216.10:443
469,2026-02-24T16:07:49+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41469,443,synthetic TCP packet 93.184.216.12:41469 > 93.184.216.10:443
470,2026-02-24T16:07:50+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41470,443,synthetic TCP packet 93.184.216.12:41470 > 93.184.216.10:443
471,2026-02-24T16:07:51+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41471,443,synthetic TCP packet 93.184.216.12:41471 > 93.184.216.10:443
472,2026-02-24T16:07:52+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41472,443,synthetic TCP packet 93.184.216.12:41472 > 93.184.216.10:443
473,2026-02-24T16:07:53+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41473,443,synthetic TCP packet 93.184.216.12:41473 > 93.184.216.10:443
474,2026-02-24T16:07:54+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41474,443,synthetic TCP packet 93.184.216.12:41474 > 93.184.216.10:443
475,2026-02-24T16:07:55+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41475,443,synthetic TCP packet 93.184.216.12:41475 > 93.184.216.10:443
476,2026-02-24T16:07:56+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41476,443,synthetic TCP packet 93.184.216.12:41476 > 93.184.216.10:443
477,2026-02-24T16:07:57+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41477,443,synthetic TCP packet 93.184.216.12:41477 > 93.184.216.10:443
478,2026-02-24T16:07:58+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41478,443,synthetic TCP packet 93.184.216.12:41478 > 93.184.216.10:443
479,2026-02-24T16:07:59+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41479,443,synthetic TCP packet 93.184.216.12:41479 > 93.184.216.10:443
480,2026-02-24T16:08:00+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41480,443,synthetic TCP packet 93.184.216.12:41480 > 93.184.216.10:443
481,2026-02-24T16:08:01+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41481,443,synthetic TCP packet 93.184.216.12:41481 > 93.184.216.10:443
482,2026-02-24T16:08:02+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41482,443,synthetic TCP packet 93.184.216.12:41482 > 93.184.216.10:443
483,2026-02-24T16:08:03+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41483,443,synthetic TCP packet 93.184.216.12:41483 > 93.184.216.10:443
484,2026-02-24T16:08:04+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41484,443,synthetic TCP packet 93.184.216.12:41484 > 93.184.216.10:443
485,2026-02-24T16:08:05+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41485,443,synthetic TCP packet 93.184.216.12:41485 > 93.184.216.10:443
486,2026-02-24T16:08:06+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41486,443,synthetic TCP packet 93.184.216.12:41486 > 93.184.216.10:443
487,2026-02-24T16:08:07+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41487,443,synthetic TCP packet 93.184.216.12:41487 > 93.184.216.10:443
488,2026-02-24T16:08:08+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41488,443,synthetic TCP packet 93.184.216.12:41488 > 93.184.216.10:443
489,2026-02-24T16:08:09+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41489,443,synthetic TCP packet 93.184.216.12:41489 > 93.184.216.10:443
490,2026-02-24T16:08:10+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41490,443,synthetic TCP packet 93.184.216.12:41490 > 93.184.216.10:443
491,2026-02-24T16:08:11+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41491,443,synthetic TCP packet 93.184.216.12:41491 > 93.184.216.10:443
492,2026-02-24T16:08:12+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41492,443,synthetic TCP packet 93.184.216.12:41492 > 93.184.216.10:443
493,2026-02-24T16:08:13+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41493,443,synthetic TCP packet 93.184.216.12:41493 > 93.184.216.10:443
494,2026-02-24T16:08:14+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41494,443,synthetic TCP packet 93.184.216.12:41494 > 93.184.216.10:443
495,2026-02-24T16:08:15+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41495,443,synthetic TCP packet 93.184.216.12:41495 > 93.184.216.10:443
496,2026-02-24T16:08:16+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41496,443,synthetic TCP packet 93.184.216.12:41496 > 93.184.216.10:443
497,2026-02-24T16:08:17+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41497,443,synthetic TCP packet 93.184.216.12:41497 > 93.184.216.10:443
498,2026-02-24T16:08:18+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41498,443,synthetic TCP packet 93.184.216.12:41498 > 93.184.216.10:443
499,2026-02-24T16:08:19+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41499,443,synthetic TCP packet 93.184.216.12:41499 > 93.184.216.10:443
500,2026-02-24T16:08:20+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41500,443,synthetic TCP packet 93.184.216.12:41500 > 93.184.216.10:443
501,2026-02-24T16:08:21+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41501,443,synthetic TCP packet 93.184.216.12:41501 > 93.184.216.10:443
502,2026-02-24T16:08:22+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41502,443,synthetic TCP packet 93.184.216.12:41502 > 93.184.216.10:443
503,2026-02-24T16:08:23+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41503,443,synthetic TCP packet 93.184.216.12:41503 > 93.184.216.10:443
504,2026-02-24T16:08:24+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41504,443,synthetic TCP packet 93.184.216.12:41504 > 93.184.216.10:443
505,2026-02-24T16:08:25+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41505,443,synthetic TCP packet 93.184.216.12:41505 > 93.184.216.10:443
506,2026-02-24T16:08:26+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41506,443,synthetic TCP packet 93.184.216.12:41506 > 93.184.216.10:443
507,2026-02-24T16:08:27+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41507,443,synthetic TCP packet 93.184.216.12:41507 > 93.184.216.10:443
508,2026-02-24T16:08:28+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41508,443,synthetic TCP packet 93.184.216.12:41508 > 93.184.216.10:443
509,2026-02-24T16:08:29+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41509,443,synthetic TCP packet 93.184.216.12:41509 > 93.184.216.10:443
510,2026-02-24T16:08:30+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41510,443,synthetic TCP packet 93.184.216.12:41510 > 93.184.216.10:443
511,2026-02-24T16:08:31+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41511,443,synthetic TCP packet 93.184.216.12:41511 > 93.184.216.10:443
512,2026-02-24T16:08:32+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41512,443,synthetic TCP packet 93.184.216.12:41512 > 93.184.216.10:443
513,2026-02-24T16:08:33+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41513,443,synthetic TCP packet 93.184.216.12:41513 > 93.184.216.10:443
514,2026-02-24T16:08:34+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41514,443,synthetic TCP packet 93.184.216.12:41514 > 93.184.216.10:443
515,2026-02-24T16:08:35+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41515,443,synthetic TCP packet 93.184.216.12:41515 > 93.184.216.10:443
516,2026-02-24T16:08:36+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41516,443,synthetic TCP packet 93.184.216.12:41516 > 93.184.216.10:443
517,2026-02-24T16:08:37+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41517,443,synthetic TCP packet 93.184.216.12:41517 > 93.184.216.10:443
518,2026-02-24T16:08:38+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41518,443,synthetic TCP packet 93.184.216.12:41518 > 93.184.216.10:443
519,2026-02-24T16:08:39+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41519,443,synthetic TCP packet 93.184.216.12:41519 > 93.184.216.10:443
520,2026-02-24T16:08:40+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41520,443,synthetic TCP packet 93.184.216.12:41520 > 93.184.216.10:443
521,2026-02-24T16:08:41+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41521,443,synthetic TCP packet 93.184.216.12:41521 > 93.184.216.10:443
522,2026-02-24T16:08:42+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41522,443,synthetic TCP packet 93.184.216.12:41522 > 93.184.216.10:443
523,2026-02-24T16:08:43+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41523,443,synthetic TCP packet 93.184.216.12:41523 > 93.184.216.10:443
524,2026-02-24T16:08:44+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41524,443,synthetic TCP packet 93.184.216.12:41524 > 93.184.216.10:443
525,2026-02-24T16:08:45+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41525,443,synthetic TCP packet 93.184.216.12:41525 > 93.184.216.10:443
526,2026-02-24T16:08:46+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41526,443,synthetic TCP packet 93.184.216.12:41526 > 93.184.216.10:443
527,2026-02-24T16:08:47+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41527,443,synthetic TCP packet 93.184.216.12:41527 > 93.184.216.10:443
528,2026-02-24T16:08:48+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41528,443,synthetic TCP packet 93.184.216.12:41528 > 93.184.216.10:443
