packet_index,timestamp,frame_length,ethernet_src,ethernet_dst,version,header_length,dscp_ecn,total_length,identification,flags,fragment_offset,ttl,protocol,header_checksum,src_ip,dst_ip,src_port,dst_port,payload_length
423,2026-02-22T16:00:15.651000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1423,DF,0,128,TCP,0x8960,93.184.216.12,93.184.216.10,41423,443,109
424,2026-02-22T16:00:15.688000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1424,DF,0,128,TCP,0x895f,93.184.216.12,93.184.216.10,41424,443,109
425,2026-02-22T16:00:15.725000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1425,DF,0,128,TCP,0x895e,93.184.216.12,93.184.216.10,41425,443,109
426,2026-02-22T16:00:15.762000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1426,DF,0,128,TCP,0x895d,93.184.216.12,93.184.216.10,41426,443,109
427,2026-02-22T16:00:15.799000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1427,DF,0,128,TCP,0x895c,93.184.216.12,93.184.216.10,41427,443,109
428,2026-02-22T16:00:15.836000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1428,DF,0,128,TCP,0x895b,93.184.216.12,93.184.216.10,41428,443,109
429,2026-02-22T16:00:15.873000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1429,DF,0,128,TCP,0x895a,93.184.216.12,93.184.216.10,41429,443,109
430,2026-02-22T16:00:15.910000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1430,DF,0,128,TCP,0x8959,93.184.216.12,93.184.216.10,41430,443,109
431,2026-02-22T16:00:15.947000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1431,DF,0,128,TCP,0x8958,93.184.216.12,93.184.216.10,41431,443,109
432,2026-02-22T16:00:15.984000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1432,DF,0,128,TCP,0x8957,93.184.216.12,93.184.216.10,41432,443,109
433,2026-02-22T16:00:16.021000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1433,DF,0,128,TCP,0x8956,93.184.216.12,93.184.216.10,41433,443,109
434,2026-02-22T16:00:16.058000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1434,DF,0,128,TCP,0x8955,93.184.216.12,93.184.216.10,41434,443,109
435,2026-02-22T16:00:16.095000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1435,DF,0,128,TCP,0x8954,93.184.216.12,93.184.216.10,41435,443,109
436,2026-02-22T16:00:16.132000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1436,DF,0,128,TCP,0x8953,93.184.216.12,93.184.216.10,41436,443,109
437,2026-02-22T16:00:16.169000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1437,DF,0,128,TCP,0x8952,93.184.216.12,93.184.216.10,41437,443,109
438,2026-02-22T16:00:16.206000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1438,DF,0,128,TCP,0x8951,93.184.216.12,93.184.216.10,41438,443,109
439,2026-02-22T16:00:16.243000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1439,DF,0,128,TCP,0x8950,93.184.216.12,93.184.216.10,41439,443,109
440,2026-02-22T16:00:16.280000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1440,DF,0,128,TCP,0x894f,93.184.216.12,93.184.216.10,41440,443,109
441,2026-02-22T16:00:16.317000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1441,DF,0,128,TCP,0x894e,93.184.216.12,93.184.216.10,41441,443,109
442,2026-02-22T16:00:16.354000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1442,DF,0,128,TCP,0x894d,93.184.216.12,93.184.216.10,41442,443,109
443,2026-02-22T16:00:16.391000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1443,DF,0,128,TCP,0x894c,93.184.216.12,93.184.216.10,41443,443,109
444,2026-02-22T16:00:16.428000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1444,DF,0,128,TCP,0x894b,93.184.216.12,93.184.216.10,41444,443,109
445,2026-02-22T16:00:16.465000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1445,DF,0,128,TCP,0x894a,93.184.216.12,93.184.216.10,41445,443,109
446,2026-02-22T16:00:16.502000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1446,DF,0,128,TCP,0x8949,93.184.216.12,93.184.216.10,41446,443,109
447,2026-02-22T16:00:16.539000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1447,DF,0,128,TCP,0x8948,93.184.216.12,93.184.216.10,41447,443,109
448,2026-02-22T16:00:16.576000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1448,DF,0,128,TCP,0x8947,93.184.216.12,93.184.216.10,41448,443,109
449,2026-02-22T16:00:16.613000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1449,DF,0,128,TCP,0x8946,93.184.216.12,93.184.216.10,41449,443,109
450,2026-02-22T16:00:16.650000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1450,DF,0,128,TCP,0x8945,93.184.216.12,93.184.216.10,41450,443,109
451,2026-02-22T16:00:16.687000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1451,DF,0,128,TCP,0x8944,93.184.216.12,93.184.216.10,41451,443,109
452,2026-02-22T16:00:16.724000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1452,DF,0,128,TCP,0x8943,93.184.216.12,93.184.216.10,41452,443,109
453,2026-02-22T16:00:16.761000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1453,DF,0,128,TCP,0x8942,93.184.216.12,93.184.216.10,41453,443,109
454,2026-02-22T16:00:16.798000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1454,DF,0,128,TCP,0x8941,93.184.216.12,93.184.216.10,41454,443,109
455,2026-02-22T16:00:16.835000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1455,DF,0,128,TCP,0x8940,93.184.216.12,93.184.216.10,41455,443,109
456,2026-02-22T16:00:16.872000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1456,DF,0,128,TCP,0x893f,93.184.216.12,93.184.216.10,41456,443,109
457,2026-02-22T16:00:16.909000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1457,DF,0,128,TCP,0x893e,93.184.216.12,93.184.216.10,41457,443,109
458,2026-02-22T16:00:16.946000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1458,DF,0,128,TCP,0x893d,93.184.216.12,93.184.216.10,41458,443,109
459,2026-02-22T16:00:16.983000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1459,DF,0,128,TCP,0x893c,93.184.216.12,93.184.216.10,41459,443,109
460,2026-02-22T16:00:17.020000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1460,DF,0,128,TCP,0x893b,93.184.216.12,93.184.216.10,41460,443,109
461,2026-02-22T16:00:17.057000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1461,DF,0,128,TCP,0x893a,93.184.216.12,93.184.216.10,41461,443,109
462,2026-02-22T16:00:17.094000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1462,DF,0,128,TCP,0x8939,93.184.216.12,93.184.216.10,41462,443,109
463,2026-02-22T16:00:17.131000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1463,DF,0,128,TCP,0x8938,93.184.216.12,93.184.216.10,41463,443,109
464,2026-02-22T16:00:17.168000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1464,DF,0,128,TCP,0x8937,93.184.216.12,93.184.216.10,41464,443,109
465,2026-02-22T16:00:17.205000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1465,DF,0,128,TCP,0x8936,93.184.216.12,93.184.216.10,41465,443,109
466,2026-02-22T16:00:17.242000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1466,DF,0,128,TCP,0x8935,93.184.216.12,93.184.216.10,41466,443,109
467,2026-02-22T16:00:17.279000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1467,DF,0,128,TCP,0x8934,93.184.216.12,93.184.216.10,41467,443,109
468,2026-02-22T16:00:17.316000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1468,DF,0,128,TCP,0x8933,93.184.216.12,93.184.216.10,41468,443,109
469,2026-02-22T16:00:17.353000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1469,DF,0,128,TCP,0x8932,93.184.216.12,93.184.216.10,41469,443,109
470,2026-02-22T16:00:17.390000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1470,DF,0,128,TCP,0x8931,93.184.216.12,93.184.216.10,41470,443,109
471,2026-02-22T16:00:17.427000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1471,DF,0,128,TCP,0x8930,93.184.216.12,93.184.216.10,41471,443,109
472,2026-02-22T16:00:17.464000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1472,DF,0,128,TCP,0x892f,93.184.216.12,93.184.216.10,41472,443,109
473,2026-02-22T16:00:17.501000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1473,DF,0,128,TCP,0x892e,93.184.216.12,93.184.216.10,41473,443,109
474,2026-02-22T16:00:17.538000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1474,DF,0,128,TCP,0x892d,93.184.216.12,93.184.216.10,41474,443,109
475,2026-02-22T16:00:17.575000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1475,DF,0,128,TCP,0x892c,93.184.216.12,93.184.216.10,41475,443,109
476,2026-02-22T16:00:17.612000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1476,DF,0,128,TCP,0x892b,93.184.216.12,93.184.216.10,41476,443,109
477,2026-02-22T16:00:17.649000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1477,DF,0,128,TCP,0x892a,93.184.216.12,93.184.216.10,41477,443,109
478,2026-02-22T16:00:17.686000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1478,DF,0,128,TCP,0x8929,93.184.216.12,93.184.216.10,41478,443,109
479,2026-02-22T16:00:17.723000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1479,DF,0,128,TCP,0x8928,93.184.216.12,93.184.216.10,41479,443,109
480,2026-02-22T16:00:17.760000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1480,DF,0,128,TCP,0x8927,93.184.216.12,93.184.216.10,41480,443,109
481,2026-02-22T16:00:17.797000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1481,DF,0,128,TCP,0x8926,93.184.216.12,93.184.216.10,41481,443,109
482,2026-02-22T16:00:17.834000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1482,DF,0,128,TCP,0x8925,93.184.216.12,93.184.216.10,41482,443,109
483,2026-02-22T16:00:17.871000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1483,DF,0,128,TCP,0x8924,93.184.216.12,93.184.216.10,41483,443,109
484,2026-02-22T16:00:17.908000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1484,DF,0,128,TCP,0x8923,93.184.216.12,93.184.216.10,41484,443,109
485,2026-02-22T16:00:17.945000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1485,DF,0,128,TCP,0x8922,93.184.216.12,93.184.216.10,41485,443,109
486,2026-02-22T16:00:17.982000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1486,DF,0,128,TCP,0x8921,93.184.216.12,93.184.216.10,41486,443,109
487,2026-02-22T16:00:18.019000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1487,DF,0,128,TCP,0x8920,93.184.216.12,93.184.216.10,41487,443,109
488,2026-02-22T16:00:18.056000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1488,DF,0,128,TCP,0x891f,93.184.216.12,93.184.216.10,41488,443,109
489,2026-02-22T16:00:18.093000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1489,DF,0,128,TCP,0x891e,93.184.216.12,93.184.216.10,41489,443,109
490,2026-02-22T16:00:18.130000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1490,DF,0,128,TCP,0x891d,93.184.216.12,93.184.216.10,41490,443,109
491,2026-02-22T16:00:18.167000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1491,DF,0,128,TCP,0x891c,93.184.216.12,93.184.216.10,41491,443,109
492,2026-02-22T16:00:18.204000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1492,DF,0,128,TCP,0x891b,93.184.216.12,93.184.216.10,41492,443,109
493,2026-02-22T16:00:18.241000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1493,DF,0,128,TCP,0x891a,93.184.216.12,93.184.216.10,41493,443,109
494,2026-02-22T16:00:18.278000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1494,DF,0,128,TCP,0x8919,93.184.216.12,93.184.216.10,41494,443,109
495,2026-02-22T16:00:18.315000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1495,DF,0,128,TCP,0x8918,93.184.216.12,93.184.216.10,41495,443,109
496,2026-02-22T16:00:18.352000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1496,DF,0,128,TCP,0x8917,93.184.216.12,93.184.216.10,41496,443,109
497,2026-02-22T16:00:18.389000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1497,DF,0,128,TCP,0x8916,93.184.216.12,93.184.216.10,41497,443,109
498,2026-02-22T16:00:18.426000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1498,DF,0,128,TCP,0x8915,93.184.216.12,93.184.216.10,41498,443,109
499,2026-02-22T16:00:18.463000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1499,DF,0,128,TCP,0x8914,93.184.216.12,93.184.216.10,41499,443,109
500,2026-02-22T16:00:18.500000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1500,DF,0,128,TCP,0x8913,93.184.216.12,93.184.216.10,41500,443,109
501,2026-02-22T16:00:18.537000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1501,DF,0,128,TCP,0x8912,93.184.216.12,93.184.216.10,41501,443,109
502,2026-02-22T16:00:18.574000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1502,DF,0,128,TCP,0x8911,93.184.216.12,93.184.216.10,41502,443,109
503,2026-02-22T16:00:18.611000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1503,DF,0,128,TCP,0x8910,93.184.216.12,93.184.216.10,41503,443,109
504,2026-02-22T16:00:18.648000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1504,DF,0,128,TCP,0x890f,93.184.216.12,93.184.216.10,41504,443,109
505,2026-02-22T16:00:18.685000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1505,DF,0,128,TCP,0x890e,93.184.216.12,93.184.216.10,41505,443,109
506,2026-02-22T16:00:18.722000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1506,DF,0,128,TCP,0x890d,93.184.216.12,93.184.216.10,41506,443,109
507,2026-02-22T16:00:18.759000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1507,DF,0,128,TCP,0x890c,93.184.216.12,93.184.216.10,41507,443,109
508,2026-02-22T16:00:18.796000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1508,DF,0,128,TCP,0x890b,93.184.216.12,93.184.216.10,41508,443,109
509,2026-02-22T16:00:18.833000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1509,DF,0,128,TCP,0x890a,93.184.216.12,93.184.216.10,41509,443,109
510,2026-02-22T16:00:18.870000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1510,DF,0,128,TCP,0x8909,93.184.216.12,93.184.216.10,41510,443,109
511,2026-02-22T16:00:18.907000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1511,DF,0,128,TCP,0x8908,93.184.216.12,93.184.216.10,41511,443,109
512,2026-02-22T16:00:18.944000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1512,DF,0,128,TCP,0x8907,93.184.216.12,93.184.216.10,41512,443,109
513,2026-02-22T16:00:18.981000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1513,DF,0,128,TCP,0x8906,93.184.216.12,93.184.216.10,41513,443,109
514,2026-02-22T16:00:19.018000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1514,DF,0,128,TCP,0x8905,93.184.216.12,93.184.216.10,41514,443,109
515,2026-02-22T16:00:19.055000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1515,DF,0,128,TCP,0x8904,93.184.216.12,93.184.216.10,41515,443,109
516,2026-02-22T16:00:19.092000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1516,DF,0,128,TCP,0x8903,93.184.216.12,93.184.216.10,41516,443,109
517,2026-02-22T16:00:19.129000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1517,DF,0,128,TCP,0x8902,93.184.216.12,93.184.216.10,41517,443,109
518,2026-02-22T16:00:19.166000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1518,DF,0,128,TCP,0x8901,93.184.216.12,93.184.216.10,41518,443,109
519,2026-02-22T16:00:19.203000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1519,DF,0,128,TCP,0x8900,93.184.216.12,93.184.216.10,41519,443,109
520,2026-02-22T16:00:19.240000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1520,DF,0,128,TCP,0x88ff,93.184.216.12,93.184.216.10,41520,443,109
521,2026-02-22T16:00:19.277000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1521,DF,0,128,TCP,0x88fe,93.184.216.12,93.184.216.10,41521,443,109
522,2026-02-22T16:00:19.314000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1522,DF,0,128,TCP,0x88fd,93.184.216.12,93.184.216.10,41522,443,109
523,2026-02-22T16:00:19.351000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1523,DF,0,128,TCP,0x88fc,93.184.216.12,93.184.216.10,41523,443,109
524,2026-02-22T16:00:19.388000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1524,DF,0,128,TCP,0x88fb,93.184.216.12,93.184.216.10,41524,443,109
525,2026-02-22T16:00:19.425000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1525,DF,0,128,TCP,0x88fa,93.184.216.12,93.184.216.10,41525,443,109
526,2026-02-22T16:00:19.462000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1526,DF,0,128,TCP,0x88f9,93.184.216.12,93.184.216.10,41526,443,109
527,2026-02-22T16:00:19.499000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1527,DF,0,128,TCP,0x88f8,93.184.216.12,93.184.216.10,41527,443,109
528,2026-02-22T16:00:19.536000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1528,DF,0,128,TCP,0x88f7,93.184.216.12,93.184.216.10,41528,443,109
529,2026-02-22T16:00:19.573000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1529,DF,0,128,TCP,0x88f6,93.184.216.12,93.184.216.10,41529,443,109
530,2026-02-22T16:00:19.610000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1530,DF,0,128,TCP,0x88f5,93.184.216.12,93.184.216.10,41530,443,109
531,2026-02-22T16:00:19.647000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1531,DF,0,128,TCP,0x88f4,93.184.216.12,93.184.216.10,41531,443,109
532,2026-02-22T16:00:19.684000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1532,DF,0,128,TCP,0x88f3,93.184.216.12,93.184.216.10,41532,443,109
533,2026-02-22T16:00:19.721000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1533,DF,0,128,TCP,0x88f2,93.184.216.12,93.184.216.10,41533,443,109
534,2026-02-22T16:00:19.758000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1534,DF,0,128,TCP,0x88f1,93.184.216.12,93.184.216.10,41534,443,109
535,2026-02-22T16:00:19.795000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1535,DF,0,128,TCP,0x88f0,93.184.216.12,93.184.216.10,41535,443,109
536,2026-02-22T16:00:19.832000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1536,DF,0,128,TCP,0x88ef,93.184.216.12,93.184.216.10,41536,443,109
537,2026-02-22T16:00:19.869000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1537,DF,0,128,TCP,0x88ee,93.184.216.12,93.184.216.10,41537,443,109
538,2026-02-22T16:00:19.906000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1538,DF,0,128,TCP,0x88ed,93.184.216.12,93.184.216.10,41538,443,109
539,2026-02-22T16:00:19.943000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1539,DF,0,128,TCP,0x88ec,93.184.216.12,93.184.216.10,41539,443,109
540,2026-02-22T16:00:19.980000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1540,DF,0,128,TCP,0x88eb,93.184.216.12,93.184.216.10,41540,443,109
541,2026-02-22T16:00:20.017000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1541,DF,0,128,TCP,0x88ea,93.184.216.12,93.184.216.10,41541,443,109
542,2026-02-22T16:00:20.054000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1542,DF,0,128,TCP,0x88e9,93.184.216.12,93.184.216.10,41542,443,109
543,2026-02-22T16:00:20.091000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1543,DF,0,128,TCP,0x88e8,93.184.216.12,93.184.216.10,41543,443,109
544,2026-02-22T16:00:20.128000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1544,DF,0,128,TCP,0x88e7,93.184.216.12,93.184.216.10,41544,443,109
545,2026-02-22T16:00:20.165000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1545,DF,0,128,TCP,0x88e6,93.184.216.12,93.184.216.10,41545,443,109
546,2026-02-22T16:00:20.202000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1546,DF,0,128,TCP,0x88e5,93.184.216.12,93.184.216.10,41546,443,109
547,2026-02-22T16:00:20.239000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1547,DF,0,128,TCP,0x88e4,93.184.216.12,93.184.216.10,41547,443,109
548,2026-02-22T16:00:20.276000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1548,DF,0,128,TCP,0x88e3,93.184.216.12,93.184.216.10,41548,443,109
549,2026-02-22T16:00:20.313000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1549,DF,0,128,TCP,0x88e2,93.184.216.12,93.184.216.10,41549,443,109
550,2026-02-22T16:00:20.350000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1550,DF,0,128,TCP,0x88e1,93.184.216.12,93.184.216.10,41550,443,109
551,2026-02-22T16:00:20.387000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1551,DF,0,128,TCP,0x88e0,93.184.216.12,93.184.216.10,41551,443,109
552,2026-02-22T16:00:20.424000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1552,DF,0,128,TCP,0x88df,93.184.216.12,93.184.216.10,41552,443,109
553,2026-02-22T16:00:20.461000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1553,DF,0,128,TCP,0x88de,93.184.216.12,93.184.216.10,41553,443,109
554,2026-02-22T16:00:20.498000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1554,DF,0,128,TCP,0x88dd,93.184.216.12,93.184.216.10,41554,443,109
555,2026-02-22T16:00:20.535000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1555,DF,0,128,TCP,0x88dc,93.184.216.12,93.184.216.10,41555,443,109
556,2026-02-22T16:00:20.572000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1556,DF,0,128,TCP,0x88db,93.184.216.12,93.184.216.10,41556,443,109
557,2026-02-22T16:00:20.609000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1557,DF,0,128,TCP,0x88da,93.184.216.12,93.184.216.10,41557,443,109
558,2026-02-22T16:00:20.646000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1558,DF,0,128,TCP,0x88d9,93.184.216.12,93.184.216.10,41558,443,109
559,2026-02-22T16:00:20.683000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1559,DF,0,128,TCP,0x88d8,93.184.216.12,93.184.216.10,41559,443,109
560,2026-02-22T16:00:20.720000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1560,DF,0,128,TCP,0x88d7,93.184.216.12,93.184.216.10,41560,443,109
561,2026-02-22T16:00:20.757000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1561,DF,0,128,TCP,0x88d6,93.184.216.12,93.184.216.10,41561,443,109
562,2026-02-22T16:00:20.794000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1562,DF,0,128,TCP,0x88d5,93.184.216.12,93.184.216.10,41562,443,109
563,2026-02-22T16:00:20.831000+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,4,20,0,129,1563,DF,0,128,TCP,0x88d4,93.184.216.12,93.184.216.10,41563,443,109
